dataset_id,maturity,episode_id,time_s,heat_generation_w,coolant_temp_c,coolant_ua_w_k,external_heat_w,core_temp_c,surface_temp_c,core_temp_std_c,surface_temp_std_c
synthetic-battery-thermal-v1,synthetic,0,140.0,1280.290782364019,17.34713405338011,147.2782003787578,0.0,21.194047530394602,20.194011985301522,0.015,0.015
synthetic-battery-thermal-v1,synthetic,0,145.0,1626.9299210731692,16.90584334039897,131.0283668284204,0.0,21.199997010712416,20.18131808464022,0.015,0.015
synthetic-battery-thermal-v1,synthetic,0,150.0,1986.8944646549958,16.455257448943446,116.63390953516355,0.0,21.207715729411092,20.15674305718695,0.015,0.015
synthetic-battery-thermal-v1,synthetic,0,155.0,2294.5395779939,16.0,104.35169793039645,0.0,21.260716627929586,20.165631580698477,0.015,0.015
synthetic-battery-thermal-v1,synthetic,0,160.0,2493.7616444994865,15.544742551056556,94.4009083711772,0.0,21.29878639182502,20.164126200504928,0.015,0.015
synthetic-battery-thermal-v1,synthetic,0,165.0,2548.2295867355833,15.094156659601033,86.95911293292862,0.0,21.315594291349854,20.141059253994232,0.015,0.015
synthetic-battery-thermal-v1,synthetic,0,170.0,2448.0103733775054,14.65286594661989,82.15911063154557,0.0,21.367062147303244,20.141163431247772,0.015,0.015
synthetic-battery-thermal-v1,synthetic,0,175.0,2211.380453741185,14.22539865199007,80.08655762181054,0.0,21.366739234189673,20.12304418177569,0.015,0.015
synthetic-battery-thermal-v1,synthetic,0,180.0,1881.4927781238275,13.816141168610137,80.77843866128188,0.0,21.40002002198033,20.143002452497832,0.015,0.015
synthetic-battery-thermal-v1,synthetic,0,185.0,1518.507221876175,13.429293032073435,84.22240711641922,0.0,21.438742193560934,20.14025050459492,0.015,0.015
synthetic-battery-thermal-v1,synthetic,0,190.0,1188.6195462588166,13.068823827749998,90.3570052885516,0.0,21.447364093731213,20.124692486376407,0.015,0.015
synthetic-battery-thermal-v1,synthetic,0,195.0,3051.989626622495,12.73843245746896,99.07276112796586,0.0,21.475214910411466,20.107311818810025,0.015,0.015
synthetic-battery-thermal-v1,synthetic,0,200.0,2951.7704132644167,12.441509183780356,110.21414176522778,0.0,21.51287352110368,20.087992592794336,0.015,0.015
synthetic-battery-thermal-v1,synthetic,0,205.0,3006.238355500513,12.181100841273622,123.5823289989209,0.0,21.539006096843792,20.074040528360392,0.015,0.015
synthetic-battery-thermal-v1,synthetic,0,210.0,3205.460422006099,11.959879571931662,138.9387672111621,0.0,21.565516676369157,20.06401807617471,0.015,0.015
synthetic-battery-thermal-v1,synthetic,0,215.0,3513.1055353450033,11.780115405338139,156.00942039825273,0.0,21.61815674945434,20.028317189217173,0.015,0.015
synthetic-battery-thermal-v1,synthetic,0,220.0,3873.0700789268294,11.643652965102081,174.48966234965837,0.0,21.67849944615679,20.000267029842522,0.015,0.015
synthetic-battery-thermal-v1,synthetic,0,225.0,4219.709217635978,11.551892540523498,194.04971270995063,0.0,21.732453006538485,19.951327081581468,0.015,0.015
synthetic-battery-thermal-v1,synthetic,0,230.0,4489.808200156258,11.505775717730263,214.34052191706436,0.0,21.772147864270956,19.904653399781623,0.015,0.015
synthetic-battery-thermal-v1,synthetic,0,235.0,4634.110499730868,11.505775717730263,234.99999999999997,0.0,21.812844549581406,19.831259226555456,0.015,0.015
synthetic-battery-thermal-v1,synthetic,0,240.0,4626.300467134703,11.551892540523498,255.65947808293558,0.0,21.8796546756518,19.7797038619241,0.015,0.015
synthetic-battery-thermal-v1,synthetic,0,245.0,4467.802376816907,11.643652965102081,275.95028729004935,0.0,21.9661792809427,19.718096621574507,0.015,0.015
synthetic-battery-thermal-v1,synthetic,0,250.0,4187.520689482191,11.780115405338137,295.5103376503415,0.0,22.012243467686964,19.684451790513545,0.015,0.015
synthetic-battery-thermal-v1,synthetic,0,255.0,3836.568898053852,11.959879571931662,313.9905796017472,0.0,22.06550224476795,19.606706901103205,0.015,0.015
synthetic-battery-thermal-v1,synthetic,0,260.0,3478.94822957663,12.18110084127362,331.06123278883786,0.0,22.10390836787933,19.52191118258762,0.015,0.015
synthetic-battery-thermal-v1,synthetic,0,265.0,3179.8760790264855,12.441509183780354,346.41767100107904,0.0,22.144784072905445,19.449298498091256,0.015,0.015
synthetic-battery-thermal-v1,synthetic,0,270.0,2993.892656989655,12.73843245746896,359.7858582347722,0.0,22.207729998642844,19.3593423282185,0.015,0.015
synthetic-battery-thermal-v1,synthetic,0,275.0,2954.9147791401406,13.068823827750002,370.92723887203414,0.0,22.234444459273494,19.32260973149705,0.015,0.015
synthetic-battery-thermal-v1,synthetic,0,280.0,3070.050635465567,13.429293032073435,379.64299471144835,0.0,22.25078545951256,19.235477579709638,0.015,0.015
synthetic-battery-thermal-v1,synthetic,0,285.0,3318.30350715255,13.816141168610137,385.7775928835808,0.0,22.293875174242135,19.19300716098115,0.015,0.015
synthetic-battery-thermal-v1,synthetic,0,290.0,1554.4008274457417,14.225398651990066,389.2215613387181,0.0,22.33274109633538,19.151902565557034,0.015,0.015
synthetic-battery-thermal-v1,synthetic,0,295.0,1917.0503008487603,14.65286594661989,389.9134423781895,0.0,22.362625914676652,19.10646074153842,0.015,0.015
synthetic-battery-thermal-v1,synthetic,0,300.0,2240.11745575665,15.094156659601028,387.84088936845444,0.0,22.33786235369052,19.079456537116215,0.015,0.015
synthetic-battery-thermal-v1,synthetic,0,305.0,2464.686239204407,15.544742551056556,383.04088706707137,0.0,22.37581121283606,19.072660838864927,0.015,0.015
synthetic-battery-thermal-v1,synthetic,0,310.0,2549.8032266829073,15.999999999999998,375.5990916288228,0.0,22.407541203374123,19.042199934164696,0.015,0.015
synthetic-battery-thermal-v1,synthetic,0,315.0,2479.946082150484,16.455257448943446,365.6483020696035,0.0,22.44058746843389,19.01266044519352,0.015,0.015
synthetic-battery-thermal-v1,synthetic,0,320.0,2267.8542845815045,16.90584334039897,353.3660904648365,0.0,22.431472606651678,19.01904549675485,0.015,0.015
synthetic-battery-thermal-v1,synthetic,0,325.0,1952.2058963824702,17.347134053380106,338.97163317157975,0.0,22.454349876310285,19.023046026174832,0.015,0.015
synthetic-battery-thermal-v1,synthetic,0,330.0,1590.5640491653091,17.774601348009927,322.72179962124244,0.0,22.484032441929784,19.058701165483342,0.015,0.015
synthetic-battery-thermal-v1,synthetic,0,335.0,1248.8794590623586,18.183858831389863,304.90656847849596,0.0,22.461289828779545,19.071851502033496,0.015,0.015
synthetic-battery-thermal-v1,synthetic,0,340.0,989.4633424941594,18.570706967926565,285.84385296513324,0.0,22.491796763821768,19.13044094430303,0.015,0.015
synthetic-battery-thermal-v1,synthetic,0,345.0,859.6240483025103,18.93117617225,265.87382769109445,0.0,22.51697747349218,19.197065053177884,0.015,0.015
synthetic-battery-thermal-v1,synthetic,0,350.0,883.0396837085435,19.261567542531036,245.3528582304941,0.0,22.49136676642039,19.17768185681121,0.015,0.015
synthetic-battery-thermal-v1,synthetic,0,355.0,1055.4400627932205,19.558490816219642,224.64714176950628,0.0,22.45183228076024,19.238416209999222,0.015,0.015
synthetic-battery-thermal-v1,synthetic,0,360.0,1345.3854377795292,19.818899158726378,204.12617230890538,0.0,22.473086485721943,19.271872832701646,0.015,0.015
synthetic-battery-thermal-v1,synthetic,0,365.0,1700.000000000002,20.040120428068338,184.15614703486665,0.0,22.482148666857643,19.320758614192847,0.015,0.015
synthetic-battery-thermal-v1,synthetic,0,370.0,2054.6145622204663,20.219884594661863,165.09343152150444,0.0,22.51891534360536,19.370428815388877,0.015,0.015
synthetic-battery-thermal-v1,synthetic,0,375.0,2344.559937206778,20.35634703489792,147.27820037875784,0.0,22.517664800300192,19.39768277160359,0.015,0.015
synthetic-battery-thermal-v1,synthetic,0,380.0,2516.960316291455,20.448107459476503,131.02836682842033,0.0,22.516561140010108,19.450643988874905,0.015,0.015
synthetic-battery-thermal-v1,synthetic,0,385.0,4640.375951697489,20.494224282269737,116.63390953516341,0.0,22.56522701254225,19.528501807345,0.015,0.015
synthetic-battery-thermal-v1,synthetic,0,390.0,4510.5366575058415,20.494224282269737,104.35169793039657,0.0,22.624601216179787,19.5599283584943,0.015,0.015
synthetic-battery-thermal-v1,synthetic,0,395.0,4251.120540937646,20.448107459476503,94.40090837117721,0.0,22.669743815999453,19.570077697242038,0.015,0.015
synthetic-battery-thermal-v1,synthetic,0,400.0,3909.435950834693,20.35634703489792,86.95911293292853,0.0,22.713358817165982,19.619031785757702,0.015,0.015
synthetic-battery-thermal-v1,synthetic,0,405.0,3547.794103617535,20.219884594661863,82.15911063154563,0.0,22.80514970489254,19.65899015176581,0.015,0.015
synthetic-battery-thermal-v1,synthetic,0,410.0,3232.1457154184995,20.040120428068338,80.08655762181054,0.0,22.825689847720643,19.698450700052003,0.015,0.015
synthetic-battery-thermal-v1,synthetic,0,415.0,3020.0539178495155,19.81889915872638,80.77843866128185,0.0,22.8621969523478,19.757646340371295,0.015,0.015
synthetic-battery-thermal-v1,synthetic,0,420.0,2950.1967733170927,19.558490816219642,84.22240711641928,0.0,22.87779242944547,19.790194450321422,0.015,0.015
synthetic-battery-thermal-v1,synthetic,0,425.0,3035.313760795591,19.26156754253104,90.3570052885515,0.0,22.90121173734188,19.835284599108054,0.015,0.015
synthetic-battery-thermal-v1,synthetic,0,430.0,3259.882544243348,18.93117617225,99.07276112796585,0.0,22.936420830113253,19.84656896530438,0.015,0.015
synthetic-battery-thermal-v1,synthetic,0,435.0,3582.949699151238,18.57070696792656,110.21414176522777,0.0,22.95970964366916,19.902100533356545,0.015,0.015
synthetic-battery-thermal-v1,synthetic,0,440.0,3945.5991725542563,18.183858831389863,123.58232899892107,0.0,23.043088355468093,19.934198037443352,0.015,0.015
synthetic-battery-thermal-v1,synthetic,0,445.0,4281.696492847448,17.774601348009934,138.93876721116183,0.0,23.06360356392205,19.96552745000832,0.015,0.015
synthetic-battery-thermal-v1,synthetic,0,450.0,4529.94936453443,17.347134053380113,156.0094203982527,0.0,23.13597277530267,19.990459326035378,0.015,0.015
synthetic-battery-thermal-v1,synthetic,0,455.0,4645.085220859859,16.905843340398967,174.48966234965835,0.0,23.164867798095454,20.025425966612328,0.015,0.015
synthetic-battery-thermal-v1,synthetic,0,460.0,4606.107343010345,16.455257448943446,194.04971270995082,0.0,23.233709056165704,20.04845313011503,0.015,0.015
synthetic-battery-thermal-v1,synthetic,0,465.0,4420.123920973518,16.0,214.34052191706405,0.0,23.285504383295606,20.017717575806014,0.015,0.015
synthetic-battery-thermal-v1,synthetic,0,470.0,4121.051770423372,15.54474255105656,234.99999999999994,0.0,23.31469341663669,20.06477529036172,0.015,0.015
synthetic-battery-thermal-v1,synthetic,0,475.0,3763.431101946147,15.094156659601028,255.65947808293578,0.0,23.408782403507058,20.03374642788377,0.015,0.015
synthetic-battery-thermal-v1,synthetic,0,480.0,1312.4793105178157,14.652865946619897,275.950287290049,900.0,23.41924350306721,20.046652094049147,0.015,0.015
synthetic-battery-thermal-v1,synthetic,0,485.0,1032.1976231830945,14.22539865199007,295.5103376503415,900.0,23.41307354204706,20.029136194430748,0.015,0.015
synthetic-battery-thermal-v1,synthetic,0,490.0,873.6995328652977,13.81614116861014,313.9905796017472,900.0,23.439829077615503,20.044272369083135,0.015,0.015
synthetic-battery-thermal-v1,synthetic,0,495.0,865.8895002691318,13.429293032073433,331.0612327888381,900.0,23.428232698491083,20.0451831634838,0.015,0.015
synthetic-battery-thermal-v1,synthetic,0,500.0,1010.191799843741,13.068823827750006,346.4176710010789,900.0,23.431382091057316,20.05629884230718,0.015,0.015
synthetic-battery-thermal-v1,synthetic,0,505.0,1280.2907823640194,12.738432457468962,359.78585823477215,900.0,23.427825850998627,20.023113184691017,0.015,0.015
synthetic-battery-thermal-v1,synthetic,0,510.0,1626.9299210731683,12.441509183780358,370.9272388720341,900.0,23.399857707316848,19.98261268782939,0.015,0.015
synthetic-battery-thermal-v1,synthetic,0,515.0,1986.8944646549976,12.18110084127362,379.6429947114484,900.0,23.42720405004619,19.927750757266715,0.015,0.015
synthetic-battery-thermal-v1,synthetic,0,520.0,2294.5395779938995,11.959879571931662,385.77759288358067,900.0,23.441168365522884,19.897918334055397,0.015,0.015
synthetic-battery-thermal-v1,synthetic,0,525.0,2493.7616444994856,11.780115405338139,389.2215613387181,900.0,23.486971211748706,19.835721377160944,0.015,0.015
synthetic-battery-thermal-v1,synthetic,0,530.0,2548.2295867355833,11.643652965102081,389.9134423781895,900.0,23.49530676872686,19.798525790034105,0.015,0.015
synthetic-battery-thermal-v1,synthetic,0,535.0,2448.010373377506,11.551892540523498,387.8408893684544,900.0,23.51205276343946,19.77022571996177,0.015,0.015
synthetic-battery-thermal-v1,synthetic,0,540.0,2211.3804537411875,11.505775717730263,383.0408870670715,900.0,23.545316625330134,19.725590838706875,0.015,0.015
synthetic-battery-thermal-v1,synthetic,0,545.0,1881.492778123827,11.505775717730263,375.59909162882286,900.0,23.551306467993456,19.64803627155432,0.015,0.015
synthetic-battery-thermal-v1,synthetic,0,550.0,1518.5072218761761,11.5518925405235,365.6483020696035,900.0,23.561363503180516,19.619185839314998,0.015,0.015
synthetic-battery-thermal-v1,synthetic,0,555.0,1188.619546258815,11.643652965102081,353.3660904648365,900.0,23.572726064408556,19.561847988629616,0.015,0.015
synthetic-battery-thermal-v1,synthetic,0,560.0,951.9896266224954,11.780115405338137,338.9716331715798,900.0,23.57160132997185,19.550768585064244,0.015,0.015
synthetic-battery-thermal-v1,synthetic,0,565.0,851.7704132644168,11.959879571931662,322.7217996212423,900.0,23.60444904038313,19.552357346130126,0.015,0.015
synthetic-battery-thermal-v1,synthetic,0,570.0,906.2383555005135,12.181100841273622,304.9065684784957,900.0,23.54872522120827,19.505121030511322,0.015,0.015
synthetic-battery-thermal-v1,synthetic,0,575.0,3205.4604220060983,12.44150918378035,285.8438529651335,900.0,23.53519150187536,19.4946775709463,0.015,0.015
synthetic-battery-thermal-v1,synthetic,0,580.0,3513.105535344999,12.73843245746896,265.8738276910948,900.0,23.592326403321326,19.524896145088288,0.015,0.015
synthetic-battery-thermal-v1,synthetic,0,585.0,3873.0700789268285,13.068823827749998,245.35285823049387,900.0,23.611645074626086,19.509890096418168,0.015,0.015
synthetic-battery-thermal-v1,synthetic,0,590.0,4219.709217635983,13.429293032073437,224.64714176950605,900.0,23.630716250721477,19.5396185689146,0.015,0.015
synthetic-battery-thermal-v1,synthetic,0,595.0,4489.808200156253,13.816141168610129,204.1261723089057,900.0,23.692505331266098,19.565576308250712,0.015,0.015
synthetic-battery-thermal-v1,synthetic,0,600.0,4634.110499730868,14.225398651990066,184.15614703486693,0.0,23.74483417704512,19.612128164798523,0.015,0.015
synthetic-battery-thermal-v1,synthetic,0,605.0,4626.300467134702,14.652865946619885,165.09343152150447,0.0,23.78331054510452,19.601297082614657,0.015,0.015
synthetic-battery-thermal-v1,synthetic,0,610.0,4467.802376816908,15.094156659601031,147.27820037875762,0.0,23.89299881739437,19.621550480816236,0.015,0.015
synthetic-battery-thermal-v1,synthetic,0,615.0,4187.520689482192,15.544742551056547,131.02836682842036,0.0,23.89343929492984,19.69279382509956,0.015,0.015
synthetic-battery-thermal-v1,synthetic,0,620.0,3836.56889805385,15.999999999999998,116.63390953516361,0.0,23.99794206580186,19.677847553457756,0.015,0.015
synthetic-battery-thermal-v1,synthetic,0,625.0,3478.948229576631,16.455257448943442,104.35169793039658,0.0,23.9879359621155,19.735518003603733,0.015,0.015
synthetic-battery-thermal-v1,synthetic,0,630.0,3179.876079026484,16.90584334039897,94.40090837117711,0.0,24.053046889116267,19.754398511311503,0.015,0.015
synthetic-battery-thermal-v1,synthetic,0,635.0,2993.892656989656,17.34713405338011,86.95911293292856,0.0,24.05258560732503,19.822631827021002,0.015,0.015
synthetic-battery-thermal-v1,synthetic,0,640.0,2954.9147791401406,17.77460134800993,82.15911063154559,0.0,24.089173102775973,19.849317062004836,0.015,0.015
synthetic-battery-thermal-v1,synthetic,0,645.0,3070.050635465568,18.183858831389866,80.08655762181054,0.0,24.106519200185282,19.879939730097465,0.015,0.015
synthetic-battery-thermal-v1,synthetic,0,650.0,3318.303507152544,18.57070696792656,80.77843866128184,0.0,24.132661536055885,19.94334126400977,0.015,0.015
synthetic-battery-thermal-v1,synthetic,0,655.0,3654.4008274457406,18.931176172249998,84.22240711641926,0.0,24.171270915904216,19.986656430944315,0.015,0.015
synthetic-battery-thermal-v1,synthetic,0,660.0,4017.0503008487535,19.261567542531033,90.35700528855138,0.0,24.211579994323568,20.05854063350155,0.015,0.015
synthetic-battery-thermal-v1,synthetic,0,665.0,4340.117455756649,19.558490816219646,99.07276112796583,0.0,24.249103643974276,20.097647505441007,0.015,0.015
synthetic-battery-thermal-v1,synthetic,0,670.0,2464.686239204405,19.818899158726374,110.21414176522757,0.0,24.29475997590257,20.142061209469745,0.015,0.015
synthetic-battery-thermal-v1,synthetic,0,675.0,2549.8032266829073,20.04012042806834,123.58232899892103,0.0,24.301925259156672,20.197196951081946,0.015,0.015
synthetic-battery-thermal-v1,synthetic,0,680.0,2479.946082150486,20.21988459466186,138.93876721116203,0.0,24.331506224538078,20.274553123071012,0.015,0.015
synthetic-battery-thermal-v1,synthetic,0,685.0,2267.8542845815073,20.35634703489792,156.0094203982527,0.0,24.375860576661296,20.29992891890004,0.015,0.015
synthetic-battery-thermal-v1,synthetic,0,690.0,1952.2058963824625,20.448107459476503,174.48966234965854,0.0,24.357037261190722,20.328592752244795,0.015,0.015
synthetic-battery-thermal-v1,synthetic,0,695.0,1590.5640491653103,20.494224282269737,194.04971270995026,0.0,24.397946637251476,20.400270491257135,0.015,0.015
synthetic-battery-thermal-v1,synthetic,0,700.0,1248.879459062362,20.494224282269737,214.34052191706374,0.0,24.393574942920306,20.420762277615612,0.015,0.015
synthetic-battery-thermal-v1,synthetic,1,0.0,4424.28414459106,19.752092530187966,293.2116661958627,0.0,22.21391157722337,21.311353750859347,0.015,0.015
synthetic-battery-thermal-v1,synthetic,1,5.0,4686.090876766996,20.128142843137773,311.83944382181096,0.0,22.246375701720115,21.289369933552063,0.015,0.015
synthetic-battery-thermal-v1,synthetic,1,10.0,4819.131540149659,20.476198718749867,329.0960197523988,0.0,22.333668935455496,21.293874801265595,0.015,0.015
synthetic-battery-thermal-v1,synthetic,1,15.0,4799.144210704746,20.792688632745616,344.67344998132893,0.0,22.39371435283961,21.293101981267334,0.015,0.015
synthetic-battery-thermal-v1,synthetic,1,20.0,4629.77387227638,21.074364970328148,358.29375489713004,0.0,22.46209951206235,21.303404663791778,0.015,0.015
synthetic-battery-thermal-v1,synthetic,1,25.0,4341.907700109572,21.31833735110487,369.71387983590864,0.0,22.552893503891287,21.273733362648503,0.015,0.015
synthetic-battery-thermal-v1,synthetic,1,30.0,3988.0423296207314,21.52210228830164,378.7300323975843,0.0,22.58760813205639,21.33020890019989,0.015,0.015
synthetic-battery-thermal-v1,synthetic,1,35.0,3632.7103218996635,21.6835688779248,385.1813191260974,0.0,22.65037777202598,21.340899463409542,0.015,0.015
synthetic-battery-thermal-v1,synthetic,1,40.0,3340.7117009321805,21.80108025426561,388.9526166569438,0.0,22.668819909932655,21.37314309932095,0.015,0.015
synthetic-battery-thermal-v1,synthetic,1,45.0,3165.296715025126,21.873430591584516,389.9766260963419,0.0,22.765766780305004,21.368936026912618,0.015,0.015
synthetic-battery-thermal-v1,synthetic,1,50.0,3138.454869900626,21.899877477514973,388.23507397158625,0.0,22.794748227664513,21.411821270809735,0.015,0.015
synthetic-battery-thermal-v1,synthetic,1,55.0,3265.0811712719187,21.880149531218983,383.7590383216014,0.0,22.822321966221626,21.4259664618137,0.015,0.015
synthetic-battery-thermal-v1,synthetic,1,60.0,3522.083448471014,21.81444918812172,376.62839410860056,0.0,22.861521110235103,21.48565777476165,0.015,0.015
synthetic-battery-thermal-v1,synthetic,1,65.0,3862.5935518096308,21.703450622650127,366.97038784749276,0.0,22.9223834041565,21.515204874731165,0.015,0.015
synthetic-battery-thermal-v1,synthetic,1,70.0,4224.514449823397,21.548292830291004,354.95736688880993,0.0,22.98346215774349,21.51694298882713,0.015,0.015
synthetic-battery-thermal-v1,synthetic,1,75.0,4541.844537358106,21.350567939955997,340.8037038761535,0.0,23.049462397059635,21.535705220716,0.015,0.015
synthetic-battery-thermal-v1,synthetic,1,80.0,2656.7140001644025,21.112304876584467,324.76197126129085,0.0,23.097860482665855,21.540770601738643,0.015,0.015
synthetic-battery-thermal-v1,synthetic,1,85.0,2729.9382276777474,20.835948541628046,307.11843414276984,0.0,23.119807766334247,21.548053200331587,0.015,0.015
synthetic-battery-thermal-v1,synthetic,1,90.0,2648.163703760827,20.524334725053258,288.18794185845377,0.0,23.16804199260559,21.550940583330238,0.015,0.015
synthetic-battery-thermal-v1,synthetic,1,95.0,2426.303217006006,20.18066100629903,268.30830949162777,0.0,23.197974574942137,21.572810583274393,0.015,0.015
synthetic-battery-thermal-v1,synthetic,1,100.0,2104.8162941399087,19.808453942784624,247.8342895528352,0.0,23.23337144091483,21.591205640232577,0.015,0.015
synthetic-battery-thermal-v1,synthetic,1,105.0,1742.3308095453042,19.411532882658335,227.13124141292232,0.0,23.267691783787402,21.59274927254569,0.015,0.015
synthetic-battery-thermal-v1,synthetic,1,110.0,1404.9513290531327,18.993970773117066,206.56861145641017,0.0,23.23578702470863,21.580628807957744,0.015,0.015
synthetic-battery-thermal-v1,synthetic,1,115.0,1154.2039689522903,18.56005236645653,186.51334030201053,0.0,23.255575697090425,21.57218102102393,0.015,0.015
synthetic-battery-thermal-v1,synthetic,1,120.0,1035.816202692532,18.114230252714485,167.3233147385919,0.0,23.305744076872255,21.58681661584884,0.015,0.015
synthetic-battery-thermal-v1,synthetic,1,125.0,1071.377782749183,17.66107917007163,149.3409812269534,0.0,23.28066137122313,21.55881788867011,0.015,0.015
synthetic-battery-thermal-v1,synthetic,1,130.0,1254.403531343233,17.205249061847276,132.88723493461976,0.0,23.30019504219035,21.552478125195424,0.015,0.015
synthetic-battery-thermal-v1,synthetic,1,135.0,1551.5160081056574,16.751417361788498,118.25569335397415,0.0,23.30091431845825,21.57243768313314,0.015,0.015
synthetic-battery-thermal-v1,synthetic,1,140.0,1908.5323778222382,16.304240997270306,105.70745669115082,0.0,23.34402723896452,21.57454537830136,0.015,0.015
synthetic-battery-thermal-v1,synthetic,1,145.0,2260.345448294511,15.868308602918969,95.46644852667114,0.0,23.31337296905413,21.568430027066487,0.015,0.015
synthetic-battery-thermal-v1,synthetic,1,150.0,2542.7969255614653,15.448093435011305,87.71541989384421,0.0,23.375097080456687,21.56933175542704,0.015,0.015
synthetic-battery-thermal-v1,synthetic,1,155.0,2704.3776235548034,15.047907469812033,82.5926880822481,0.0,23.428692804487916,21.532082922998274,0.015,0.015
synthetic-battery-thermal-v1,synthetic,1,160.0,2715.6209226677956,14.671857156862226,80.18966836242053,0.0,23.42832794524485,21.57211190348446,0.015,0.015
synthetic-battery-thermal-v1,synthetic,1,165.0,2574.4764417460005,14.323801281250132,80.54924267819041,0.0,23.44624038058869,21.585395839042903,0.015,0.015
synthetic-battery-thermal-v1,synthetic,1,170.0,2306.683955283294,14.00731136725438,83.66499441737437,0.0,23.50597445898669,21.575080198953636,0.015,0.015
